instances\test_4.txt,18,3-3;5-6;4-7;6-3;2-3
instances\test_40.txt,12,6-2;7-7;6-7;4-2;4-5
instances\test_41.txt,16,7-2;6-3;4-4;5-3;4-6;0-6
